BDE,BN,UIC,CO,PLT,SEC,SQD,Position,PARA,LIN,PERSID,,BDE,BN,UIC,CO,PLT,SEC,SQD,Position,PARA,LIN,PERSID
2CR,3SQN2CR,WDA6AA,I,3,B,3,#1 Grenadier,210,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#6 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,I,3,B,3,#2 Grenadier,210,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#7 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,I,3,B,4,Squad Leader,211,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#8 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,I,3,B,4,#1 Machine-Gunner,211,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#2 Tactical Power Generator Specialist,806,,
2CR,3SQN2CR,WDA6AA,I,3,B,4,#2 Machine-Gunner,211,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#1 Small Arms/Towed Artillery Repairer,806,,
2CR,3SQN2CR,WDA6AA,I,3,B,4,#1 Assistant Machine/Gunner (M/G),211,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#8 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,I,3,B,4,#2 Assistant Machine/Gunner (M/G),211,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Commander,201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Interim Armored Vehicle (IAV) Commander,201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Interim Armored Vehicle (IAV) Driver,201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#9 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Radiotelephone Operator (RATELO),201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#10 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Executive Officer (XO),201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Interim Armored Vehicle (IAV) Commander,201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Interim Armored Vehicle (IAV) Driver,201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Utilities Equipment Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Radiotelephone Operator (RATELO),201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,First Sergeant (1SG),201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#2 Small Arms/Towed Artillery Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Forward Signal Support Non-commissioned Officer (NCO),201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,H,Operations Readiness Non-commissioned Officer (NCO),201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,S,Supply Sergeant,201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,S,Supply Specialist,201,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Section Leader,202,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,#3 Small Arms/Towed Artillery Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Gunner,202,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Recovery Vehicle Operator,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Mortar Carrier Driver,202,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Recovery Vehicle Operator,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Assistant Gunner,202,,,,2CR,BSS2CR,WE35AA,G,1,N/A,4,Recovery Vehicle Operator,806,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Ammunition Bearer,202,,,,2CR,BSS2CR,WE35AA,H,H,N/A,H,Commander,801,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Squad Leader,202,,,,2CR,BSS2CR,WE35AA,H,H,N/A,H,Operations Readiness Specialist,801,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Gunner,202,,,,2CR,BSS2CR,WE35AA,H,H,N/A,H,Executive Officer (XO),801,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Mortar Carrier Driver,202,,,,2CR,BSS2CR,WE35AA,H,H,N/A,H,First Sergeant (1SG),801,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Assistant Gunner,202,,,,2CR,BSS2CR,WE35AA,H,H,N/A,S,Supply Non-commissioned Officer (NCO),801,,
2CR,3SQN2CR,WDA6AA,K,H,N/A,M,Ammunition Bearer,202,,,,2CR,BSS2CR,WE35AA,H,H,N/A,S,Supply Specialist,801,,
2CR,3SQN2CR,WDA6AA,K,1,H,H,Platoon Leader,203,,,,2CR,BSS2CR,WE35AA,H,H,K,1,Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,H,H,Platoon Sergeant,203,,,,2CR,BSS2CR,WE35AA,H,H,K,1,Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,H,H,Radiotelephone Operator (RATELO),203,,,,2CR,BSS2CR,WE35AA,H,H,K,H,Culinary Management Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#1 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,H,H,K,H,Advanced Culinary Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#2 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,H,H,K,1,#1 Culinary Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,H,H,K,2,#2 Culinary Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,H,H,K,3,#3 Culinary Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#3 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,H,H,K,1,#1 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#4 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,H,H,K,2,#2 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,B,4,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,H,H,K,2,#3 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,B,4,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,H,H,K,2,#4 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,H,H,K,3,#5 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,H,K,3,Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,H,K,3,Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,H,Platoon Sergeant,803,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,H,Platoon Leader,803,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,Section Sergeant,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#1 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,1,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#2 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#1 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#2 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#1 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#2 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#1 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#2 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#1 Petroleum Heavy Vehicle Operator (HVO),804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#2 Petroleum Heavy Vehicle Operator (HVO),804,,
2CR,3SQN2CR,WDA6AA,K,1,A,2,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#1 Petroleum Heavy Vehicle Operator (HVO),804,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,1,#2 Petroleum Heavy Vehicle Operator (HVO),804,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,Maintenance Control Officer,805,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,Automotive Maintenance Warrant Officer (WO),805,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,Maintenance Control Sergeant,805,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,Equipment Record/Parts Sergeant,805,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,#1 Equipment Record/Parts Specialist,805,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,#2 Equipment Record/Parts Specialist,805,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,Equipment Record/Parts Specialist,805,,
2CR,3SQN2CR,WDA6AA,K,1,B,3,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,Equipment Record/Parts Specialist,805,,
2CR,3SQN2CR,WDA6AA,K,1,B,4,Squad Leader,206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,2,Equipment Record/Parts Specialist,805,,
2CR,3SQN2CR,WDA6AA,K,1,B,4,#1 Machine-Gunner,206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,1,B,4,#2 Machine-Gunner,206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,Small Arms/Towed Artillery Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,1,B,4,#1 Assistant Machine/Gunner (M/G),206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,1,B,4,#2 Assistant Machine/Gunner (M/G),206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,H,H,Platoon Leader,203,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,Computer/Detection Systems Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,2,H,H,Platoon Sergeant,203,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#1 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,H,H,Radiotelephone Operator (RATELO),203,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,Section Sergeant,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#1 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,Senior Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#2 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#1 Senior Stryker System Maintenance,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#2 Senior Stryker System Maintenance,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#3 Senior Stryker System Maintenance,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#3 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#4 Senior Stryker System Maintenance,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#4 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#2 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,4,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#3 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,4,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#4 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#1 Tactical Power Generator Specialist,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#1 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#2 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#3 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#4 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#5 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,3,#6 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Quartermaster Chemical Equipment Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,1,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#7 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#5 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#6 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#7 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#8 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#2 Tactical Power Generator Specialist,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#1 Small Arms/Towed Artillery Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#8 Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,A,2,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#9 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#10 Wheeled Vehicle Mechanic,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Utilities Equipment Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#2 Small Arms/Towed Artillery Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,3,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,4,Squad Leader,206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,4,#1 Machine-Gunner,206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,4,#2 Machine-Gunner,206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Stryker System Maintainer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,4,#1 Assistant Machine/Gunner (M/G),206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,#3 Small Arms/Towed Artillery Repairer,806,,
2CR,3SQN2CR,WDA6AA,K,2,B,4,#2 Assistant Machine/Gunner (M/G),206,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Recovery Vehicle Operator,806,,
2CR,3SQN2CR,WDA6AA,K,3,H,H,Platoon Leader,207,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Recovery Vehicle Operator,806,,
2CR,3SQN2CR,WDA6AA,K,3,H,H,Platoon Sergeant,207,,,,2CR,BSS2CR,WE35AA,H,1,N/A,4,Recovery Vehicle Operator,806,,
2CR,3SQN2CR,WDA6AA,K,3,H,H,Radiotelephone Operator (RATELO),207,,,,2CR,BSS2CR,WE35AA,J,H,N/A,H,Commander,801,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#1 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,BSS2CR,WE35AA,J,H,N/A,H,Operations Readiness Specialist,801,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#2 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,BSS2CR,WE35AA,J,H,N/A,H,Executive Officer (XO),801,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,BSS2CR,WE35AA,J,H,N/A,H,First Sergeant (1SG),801,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,BSS2CR,WE35AA,J,H,N/A,S,Supply Non-commissioned Officer (NCO),801,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#3 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,BSS2CR,WE35AA,J,H,N/A,S,Supply Specialist,801,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#4 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,BSS2CR,WE35AA,J,H,K,1,Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,B,4,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,BSS2CR,WE35AA,J,H,K,1,Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,B,4,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,BSS2CR,WE35AA,J,H,K,H,Culinary Management Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,Squad Leader,209,,,,2CR,BSS2CR,WE35AA,J,H,K,H,Advanced Culinary Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#1 Fire Team Leader,209,,,,2CR,BSS2CR,WE35AA,J,H,K,1,#1 Culinary Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#2 Fire Team Leader,209,,,,2CR,BSS2CR,WE35AA,J,H,K,2,#2 Culinary Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#1 Automatic Rifleman,209,,,,2CR,BSS2CR,WE35AA,J,H,K,3,#3 Culinary Non-commissioned Officer (NCO),802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#2 Automatic Rifleman,209,,,,2CR,BSS2CR,WE35AA,J,H,K,1,#1 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#1 Rifleman,209,,,,2CR,BSS2CR,WE35AA,J,H,K,2,#2 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#2 Rifleman,209,,,,2CR,BSS2CR,WE35AA,J,H,K,2,#3 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#1 Grenadier,209,,,,2CR,BSS2CR,WE35AA,J,H,K,2,#4 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,A,1,#2 Grenadier,209,,,,2CR,BSS2CR,WE35AA,J,H,K,3,#5 Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,Squad Leader,209,,,,2CR,BSS2CR,WE35AA,J,H,K,3,Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,#1 Fire Team Leader,209,,,,2CR,BSS2CR,WE35AA,J,H,K,3,Culinary Specialist,802,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,#2 Fire Team Leader,209,,,,2CR,BSS2CR,WE35AA,J,1,N/A,H,Platoon Sergeant,803,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,#1 Automatic Rifleman,209,,,,2CR,BSS2CR,WE35AA,J,1,N/A,H,Platoon Leader,803,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,#2 Automatic Rifleman,209,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,Section Sergeant,804,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,#1 Rifleman,209,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,#2 Rifleman,209,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#1 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,#1 Grenadier,209,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#2 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,A,2,#2 Grenadier,209,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#1 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,Squad Leader,210,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#2 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#1 Fire Team Leader,210,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#1 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#2 Fire Team Leader,210,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#2 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#1 Automatic Rifleman,210,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#1 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#2 Automatic Rifleman,210,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#2 Heavy Vehicle Driver,804,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#1 Rifleman,210,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#1 Petroleum Heavy Vehicle Operator (HVO),804,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#2 Rifleman,210,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#2 Petroleum Heavy Vehicle Operator (HVO),804,,
2CR,3SQN2CR,WDA6AA,K,3,B,3,#1 Grenadier,210,,,,2CR,BSS2CR,WE35AA,J,1,N/A,1,#1 Petroleum Heavy Vehicle Operator (HVO),804,,
